2100	326.72	292.64	292.64	309.21	317.85	300.81	276.95	335.84	326.72	317.85	300.81	292.64	276.95	269.43	262.1	309.21	300.81	284.69	269.43	254.98	254.98	254.98	254.98	326.72	300.81	276.95	276.95	276.95	276.95	254.98	234.74	204.51	198.94	198.94	216.11	241.3	254.98	241.3	228.36	317.85	228.36	193.53	204.51	193.53	150.95	131.46	138.93	117.68	120.99	127.87	127.87	120.99	114.47	111.34	108.3	127.87	99.662	91.704	111.34	127.87	124.38	114.47	114.47	120.99	111.34	108.3	102.46	79.815	60.415	63.881	84.375	86.752	79.815	75.497	75.497	77.626	75.497	67.542	58.752	67.542	67.542	67.542	67.542	65.686	63.881	60.415	57.134	52.538	51.088	54.028	62.124	69.45	63.881	46.971	36.47	46.971	45.672	43.178	40.818	39.686	39.686	39.686	40.818	32.573	40.818	44.408	39.686	37.512	43.178	46.971	44.408	44.408	62.124	62.124	39.686	33.507	43.178	44.408	34.468	39.686	41.982	44.408	45.672	45.672	43.178	39.686	37.512	33.507	34.468	36.47	38.584	39.686	40.818	39.686	39.686	44.408	44.408	41.982	38.584	36.47	37.512	43.178	48.306	48.306	40.818	36.47	38.584	36.47	32.573	33.507	38.584	45.672	43.178	43.178	45.672	51.088	51.088	45.672	40.818	46.971	38.584	39.686	49.678	46.971	37.512	43.178	63.881	54.028	48.306	41.982	37.512	36.47	37.512	39.686	41.982	38.584	48.306	48.306	35.455	30.78	35.455	43.178	46.971	57.134	55.56	54.028	52.538	51.088	51.088	54.028	55.56	55.56	57.134	58.752	62.124	63.881	63.881	62.124	62.124	99.662	79.815	62.124	55.56	60.415	71.411	82.064	86.752	99.662	102.46	99.662	91.704	84.375	86.752	96.936	111.34	120.99	114.47	108.3	108.3	114.47	131.46	150.95	163.99	138.93	159.52	173.3	163.99	168.58	193.53	193.53	173.3	138.93	193.53	234.74	216.11	198.94	228.36	254.98	254.98	300.81	276.95	254.98	234.74	248.05	276.95	317.85	354.85	374.93	374.93	317.85	262.1	276.95	335.84	335.84	284.69	335.84	335.84	345.21	345.21	354.85	354.85	364.75	364.75	326.72	326.72	335.84	345.21	4300
374.93	335.84	300.81	300.81	309.21	317.85	300.81	284.69	317.85	317.85	309.21	300.81	292.64	284.69	276.95	276.95	317.85	309.21	292.64	284.69	276.95	276.95	276.95	284.69	276.95	262.1	241.3	241.3	254.98	248.05	234.74	216.11	254.98	241.3	228.36	234.74	241.3	228.36	210.23	188.26	241.3	210.23	193.53	188.26	178.15	150.95	135.15	135.15	114.47	120.99	131.46	135.15	127.87	114.47	96.936	86.752	120.99	108.3	105.34	114.47	108.3	96.936	99.662	114.47	120.99	114.47	117.68	117.68	94.284	75.497	82.064	102.46	86.752	79.815	75.497	75.497	77.626	77.626	71.411	65.686	67.542	67.542	65.686	65.686	62.124	58.752	55.56	52.538	62.124	54.028	48.306	48.306	52.538	57.134	55.56	51.088	44.408	44.408	44.408	44.408	41.982	40.818	38.584	37.512	34.468	40.818	40.818	35.455	34.468	40.818	45.672	45.672	37.512	46.971	46.971	35.455	31.664	38.584	41.982	37.512	34.468	38.584	44.408	48.306	49.678	45.672	40.818	38.584	45.672	40.818	35.455	32.573	32.573	36.47	41.982	46.971	36.47	38.584	40.818	40.818	38.584	39.686	43.178	46.971	54.028	45.672	41.982	44.408	43.178	38.584	39.686	46.971	41.982	41.982	43.178	46.971	49.678	51.088	48.306	45.672	48.306	40.818	43.178	54.028	48.306	34.468	34.468	45.672	41.982	41.982	41.982	39.686	36.47	35.455	35.455	35.455	35.455	45.672	49.678	40.818	35.455	38.584	41.982	41.982	52.538	51.088	49.678	48.306	48.306	48.306	51.088	51.088	48.306	51.088	55.56	60.415	63.881	67.542	67.542	67.542	89.194	79.815	69.45	67.542	73.426	82.064	86.752	86.752	91.704	94.284	94.284	89.194	84.375	86.752	99.662	111.34	124.38	120.99	117.68	120.99	127.87	142.83	155.18	168.58	131.46	155.18	163.99	155.18	163.99	188.26	188.26	163.99	142.83	188.26	222.15	204.51	204.51	228.36	248.05	241.3	284.69	269.43	248.05	241.3	241.3	262.1	292.64	317.85	335.84	345.21	309.21	262.1	284.69	335.84	326.72	284.69	335.84	335.84	335.84	345.21	345.21	354.85	354.85	364.75	345.21	354.85	364.75	374.93	374.93
374.93	345.21	317.85	309.21	309.21	317.85	309.21	300.81	300.81	300.81	300.81	300.81	292.64	292.64	292.64	292.64	326.72	317.85	300.81	292.64	292.64	300.81	309.21	309.21	262.1	248.05	234.74	241.3	254.98	262.1	248.05	234.74	284.69	269.43	248.05	241.3	241.3	228.36	198.94	178.15	168.58	188.26	193.53	178.15	159.52	155.18	146.83	135.15	124.38	124.38	124.38	124.38	117.68	105.34	91.704	82.064	114.47	111.34	114.47	114.47	91.704	75.497	86.752	114.47	96.936	99.662	108.3	114.47	99.662	84.375	89.194	105.34	84.375	79.815	75.497	73.426	75.497	75.497	73.426	69.45	65.686	65.686	65.686	63.881	60.415	55.56	52.538	51.088	60.415	54.028	48.306	45.672	46.971	52.538	57.134	60.415	41.982	43.178	45.672	45.672	44.408	40.818	38.584	36.47	37.512	41.982	39.686	33.507	32.573	39.686	45.672	45.672	38.584	38.584	37.512	35.455	34.468	37.512	41.982	46.971	37.512	41.982	46.971	51.088	51.088	44.408	37.512	33.507	49.678	43.178	35.455	30.78	29.919	34.468	40.818	45.672	31.664	35.455	39.686	40.818	39.686	39.686	41.982	43.178	44.408	37.512	35.455	38.584	37.512	35.455	37.512	43.178	39.686	41.982	45.672	48.306	48.306	48.306	49.678	51.088	43.178	39.686	43.178	54.028	48.306	34.468	30.78	35.455	31.664	36.47	41.982	41.982	36.47	32.573	30.78	31.664	33.507	41.982	49.678	46.971	41.982	40.818	40.818	39.686	49.678	46.971	45.672	44.408	45.672	46.971	48.306	48.306	48.306	51.088	54.028	58.752	62.124	62.124	63.881	63.881	67.542	65.686	67.542	73.426	79.815	84.375	79.815	77.626	84.375	84.375	86.752	84.375	84.375	89.194	99.662	111.34	105.34	108.3	111.34	117.68	124.38	135.15	138.93	142.83	124.38	142.83	150.95	142.83	150.95	173.3	173.3	155.18	150.95	178.15	193.53	193.53	204.51	228.36	241.3	228.36	262.1	254.98	248.05	241.3	241.3	254.98	262.1	269.43	284.69	300.81	284.69	269.43	284.69	317.85	317.85	284.69	326.72	335.84	335.84	345.21	345.21	354.85	354.85	354.85	374.93	374.93	385.4	396.15	396.15
364.75	345.21	326.72	317.85	309.21	309.21	309.21	309.21	284.69	284.69	292.64	292.64	300.81	300.81	309.21	309.21	300.81	300.81	292.64	284.69	284.69	292.64	309.21	309.21	269.43	254.98	248.05	262.1	284.69	292.64	284.69	269.43	269.43	254.98	241.3	241.3	248.05	234.74	210.23	193.53	131.46	178.15	204.51	173.3	155.18	168.58	163.99	142.83	138.93	124.38	108.3	102.46	99.662	99.662	96.936	94.284	114.47	102.46	99.662	102.46	89.194	75.497	84.375	105.34	73.426	79.815	86.752	89.194	82.064	73.426	73.426	77.626	84.375	79.815	73.426	69.45	67.542	65.686	63.881	63.881	62.124	65.686	67.542	67.542	62.124	58.752	57.134	58.752	49.678	52.538	55.56	55.56	54.028	51.088	49.678	49.678	44.408	44.408	44.408	43.178	41.982	40.818	38.584	38.584	38.584	43.178	43.178	37.512	37.512	44.408	46.971	44.408	46.971	38.584	36.47	40.818	41.982	39.686	44.408	57.134	49.678	51.088	51.088	49.678	44.408	38.584	32.573	29.082	37.512	36.47	33.507	32.573	32.573	34.468	37.512	39.686	33.507	36.47	38.584	38.584	36.47	36.47	38.584	40.818	38.584	33.507	31.664	34.468	35.455	33.507	36.47	43.178	41.982	45.672	49.678	48.306	44.408	43.178	45.672	49.678	36.47	34.468	38.584	46.971	45.672	36.47	32.573	36.47	28.267	34.468	41.982	41.982	35.455	31.664	31.664	34.468	34.468	40.818	46.971	48.306	44.408	41.982	40.818	40.818	49.678	45.672	43.178	43.178	46.971	48.306	49.678	48.306	55.56	57.134	57.134	57.134	57.134	54.028	52.538	51.088	49.678	52.538	57.134	63.881	69.45	71.411	69.45	65.686	75.497	75.497	77.626	79.815	82.064	89.194	99.662	105.34	82.064	86.752	94.284	102.46	108.3	111.34	111.34	111.34	114.47	131.46	142.83	135.15	138.93	159.52	159.52	142.83	155.18	163.99	173.3	183.14	198.94	222.15	228.36	222.15	234.74	234.74	241.3	241.3	241.3	241.3	241.3	234.74	248.05	262.1	269.43	276.95	284.69	300.81	300.81	284.69	326.72	326.72	326.72	335.84	345.21	345.21	345.21	354.85	364.75	374.93	385.4	396.15	396.15
354.85	345.21	335.84	317.85	300.81	292.64	300.81	309.21	276.95	276.95	284.69	292.64	300.81	309.21	317.85	317.85	276.95	269.43	262.1	262.1	262.1	269.43	276.95	284.69	254.98	241.3	234.74	248.05	269.43	284.69	276.95	262.1	254.98	241.3	228.36	228.36	234.74	222.15	204.51	183.14	131.46	178.15	204.51	178.15	163.99	178.15	178.15	155.18	117.68	108.3	102.46	105.34	111.34	108.3	99.662	89.194	114.47	89.194	79.815	89.194	96.936	89.194	86.752	91.704	69.45	75.497	79.815	75.497	69.45	65.686	63.881	62.124	79.815	77.626	73.426	65.686	60.415	55.56	52.538	52.538	57.134	63.881	69.45	69.45	65.686	62.124	63.881	67.542	51.088	55.56	58.752	60.415	55.56	49.678	43.178	40.818	49.678	46.971	41.982	38.584	37.512	38.584	40.818	41.982	39.686	45.672	48.306	44.408	45.672	51.088	48.306	40.818	49.678	38.584	35.455	41.982	43.178	38.584	40.818	52.538	55.56	52.538	46.971	41.982	37.512	34.468	33.507	32.573	31.664	30.78	29.919	29.919	31.664	34.468	38.584	40.818	39.686	40.818	38.584	35.455	32.573	32.573	36.47	39.686	44.408	38.584	36.47	40.818	41.982	39.686	43.178	51.088	46.971	49.678	51.088	46.971	41.982	38.584	40.818	43.178	39.686	35.455	34.468	38.584	38.584	34.468	34.468	36.47	31.664	36.47	41.982	39.686	34.468	32.573	36.47	40.818	37.512	39.686	41.982	43.178	41.982	40.818	41.982	45.672	51.088	46.971	43.178	44.408	49.678	52.538	52.538	49.678	54.028	54.028	55.56	55.56	54.028	52.538	49.678	48.306	46.971	49.678	55.56	60.415	63.881	65.686	67.542	69.45	69.45	69.45	69.45	73.426	82.064	89.194	94.284	96.936	73.426	77.626	86.752	96.936	102.46	102.46	102.46	99.662	108.3	124.38	131.46	124.38	131.46	150.95	150.95	135.15	159.52	155.18	159.52	178.15	193.53	204.51	216.11	228.36	210.23	216.11	228.36	234.74	234.74	234.74	228.36	228.36	241.3	241.3	254.98	276.95	284.69	284.69	284.69	300.81	317.85	326.72	326.72	326.72	335.84	345.21	345.21	345.21	335.84	345.21	354.85	364.75	364.75
335.84	335.84	326.72	309.21	284.69	276.95	292.64	309.21	276.95	284.69	284.69	292.64	300.81	309.21	309.21	317.85	262.1	254.98	248.05	241.3	241.3	248.05	248.05	254.98	216.11	204.51	198.94	204.51	228.36	234.74	228.36	216.11	254.98	234.74	222.15	216.11	210.23	198.94	173.3	155.18	150.95	173.3	183.14	178.15	168.58	173.3	168.58	155.18	94.284	96.936	108.3	127.87	138.93	124.38	94.284	73.426	111.34	84.375	75.497	89.194	102.46	94.284	84.375	79.815	77.626	86.752	84.375	75.497	71.411	71.411	67.542	62.124	71.411	73.426	73.426	69.45	60.415	54.028	49.678	49.678	55.56	63.881	71.411	71.411	63.881	60.415	63.881	69.45	65.686	60.415	54.028	49.678	46.971	45.672	44.408	43.178	52.538	46.971	40.818	36.47	35.455	37.512	41.982	44.408	40.818	45.672	49.678	46.971	49.678	54.028	46.971	37.512	43.178	34.468	32.573	38.584	39.686	35.455	34.468	39.686	45.672	43.178	38.584	35.455	34.468	36.47	38.584	40.818	35.455	31.664	27.475	25.954	28.267	34.468	43.178	51.088	44.408	43.178	39.686	35.455	31.664	31.664	35.455	39.686	41.982	35.455	34.468	37.512	38.584	36.47	39.686	46.971	51.088	51.088	48.306	43.178	38.584	36.47	36.47	37.512	46.971	39.686	34.468	33.507	33.507	32.573	32.573	33.507	34.468	37.512	38.584	37.512	34.468	35.455	39.686	45.672	39.686	36.47	36.47	39.686	39.686	38.584	41.982	48.306	51.088	45.672	40.818	43.178	49.678	55.56	52.538	49.678	43.178	44.408	48.306	51.088	54.028	55.56	55.56	55.56	52.538	57.134	62.124	65.686	67.542	69.45	75.497	79.815	65.686	63.881	65.686	71.411	79.815	86.752	89.194	86.752	79.815	84.375	91.704	102.46	108.3	111.34	111.34	108.3	102.46	120.99	127.87	120.99	127.87	146.83	146.83	131.46	155.18	146.83	155.18	173.3	183.14	183.14	198.94	234.74	198.94	204.51	216.11	222.15	228.36	234.74	234.74	241.3	248.05	241.3	254.98	276.95	276.95	262.1	276.95	326.72	317.85	317.85	317.85	326.72	326.72	335.84	335.84	345.21	317.85	326.72	335.84	335.84	335.84
309.21	326.72	326.72	300.81	269.43	262.1	276.95	300.81	292.64	292.64	292.64	292.64	300.81	300.81	300.81	300.81	276.95	269.43	254.98	241.3	234.74	234.74	241.3	241.3	210.23	198.94	188.26	193.53	210.23	216.11	210.23	198.94	210.23	198.94	188.26	193.53	198.94	188.26	173.3	155.18	178.15	159.52	155.18	163.99	163.99	150.95	142.83	146.83	111.34	108.3	108.3	120.99	135.15	124.38	94.284	73.426	99.662	89.194	89.194	102.46	99.662	84.375	75.497	77.626	82.064	89.194	84.375	71.411	69.45	75.497	75.497	65.686	62.124	69.45	77.626	77.626	69.45	60.415	55.56	55.56	55.56	63.881	71.411	67.542	55.56	51.088	52.538	57.134	69.45	58.752	46.971	43.178	45.672	48.306	46.971	45.672	49.678	46.971	41.982	38.584	37.512	38.584	40.818	43.178	40.818	44.408	44.408	41.982	44.408	49.678	44.408	35.455	37.512	34.468	33.507	37.512	40.818	38.584	36.47	34.468	38.584	36.47	35.455	34.468	34.468	36.47	39.686	41.982	38.584	35.455	32.573	30.78	32.573	38.584	45.672	51.088	40.818	41.982	40.818	37.512	34.468	33.507	36.47	39.686	37.512	31.664	29.919	33.507	33.507	31.664	33.507	39.686	51.088	46.971	41.982	38.584	37.512	37.512	36.47	35.455	44.408	39.686	33.507	31.664	32.573	34.468	34.468	33.507	33.507	34.468	35.455	35.455	35.455	37.512	40.818	43.178	38.584	33.507	33.507	38.584	39.686	37.512	39.686	45.672	46.971	41.982	37.512	39.686	46.971	52.538	51.088	45.672	39.686	41.982	44.408	49.678	52.538	55.56	55.56	55.56	51.088	57.134	65.686	69.45	67.542	67.542	71.411	75.497	65.686	62.124	62.124	67.542	77.626	84.375	82.064	77.626	79.815	84.375	89.194	96.936	102.46	105.34	108.3	108.3	102.46	117.68	127.87	120.99	124.38	142.83	142.83	127.87	146.83	142.83	155.18	173.3	173.3	159.52	188.26	248.05	193.53	198.94	204.51	210.23	228.36	241.3	254.98	262.1	269.43	248.05	254.98	276.95	262.1	241.3	269.43	345.21	309.21	317.85	317.85	326.72	326.72	335.84	335.84	335.84	317.85	326.72	335.84	345.21	345.21
300.81	317.85	317.85	292.64	262.1	254.98	269.43	292.64	292.64	292.64	292.64	292.64	300.81	300.81	300.81	300.81	292.64	284.69	269.43	254.98	241.3	241.3	241.3	241.3	228.36	216.11	210.23	210.23	228.36	234.74	222.15	210.23	159.52	155.18	159.52	173.3	193.53	204.51	193.53	183.14	193.53	146.83	131.46	150.95	159.52	135.15	124.38	138.93	159.52	127.87	102.46	96.936	105.34	108.3	99.662	89.194	94.284	96.936	111.34	117.68	96.936	69.45	65.686	77.626	75.497	82.064	77.626	63.881	63.881	75.497	75.497	67.542	55.56	65.686	79.815	84.375	77.626	69.45	65.686	63.881	57.134	63.881	69.45	62.124	49.678	43.178	44.408	48.306	62.124	52.538	44.408	45.672	51.088	54.028	48.306	43.178	46.971	45.672	43.178	41.982	39.686	39.686	39.686	39.686	40.818	43.178	39.686	36.47	38.584	45.672	41.982	34.468	37.512	37.512	38.584	41.982	46.971	48.306	43.178	37.512	37.512	37.512	36.47	35.455	35.455	34.468	34.468	35.455	37.512	38.584	40.818	43.178	44.408	44.408	44.408	43.178	35.455	38.584	40.818	40.818	38.584	36.47	37.512	39.686	44.408	38.584	35.455	38.584	38.584	36.47	38.584	45.672	48.306	43.178	37.512	36.47	37.512	38.584	37.512	35.455	36.47	33.507	30.78	31.664	35.455	39.686	40.818	38.584	31.664	31.664	32.573	34.468	36.47	38.584	38.584	38.584	36.47	31.664	32.573	39.686	41.982	37.512	37.512	43.178	44.408	38.584	34.468	36.47	44.408	49.678	46.971	43.178	43.178	44.408	46.971	49.678	51.088	51.088	49.678	49.678	43.178	51.088	62.124	65.686	63.881	60.415	60.415	62.124	65.686	62.124	62.124	67.542	77.626	82.064	77.626	73.426	73.426	75.497	77.626	82.064	86.752	91.704	96.936	99.662	102.46	117.68	127.87	120.99	124.38	142.83	142.83	127.87	138.93	138.93	155.18	178.15	163.99	150.95	183.14	254.98	193.53	193.53	198.94	204.51	222.15	248.05	269.43	284.69	292.64	262.1	254.98	276.95	254.98	234.74	269.43	354.85	309.21	309.21	317.85	317.85	326.72	326.72	335.84	335.84	326.72	335.84	345.21	354.85	354.85
300.81	326.72	335.84	317.85	284.69	262.1	276.95	292.64	269.43	309.21	345.21	345.21	300.81	254.98	234.74	234.74	326.72	292.64	248.05	216.11	204.51	204.51	210.23	216.11	228.36	228.36	222.15	222.15	216.11	210.23	204.51	204.51	178.15	173.3	163.99	155.18	150.95	155.18	163.99	173.3	173.3	150.95	124.38	105.34	99.662	105.34	120.99	135.15	135.15	120.99	102.46	94.284	86.752	82.064	77.626	73.426	86.752	94.284	105.34	102.46	91.704	84.375	84.375	89.194	79.815	65.686	57.134	62.124	79.815	94.284	94.284	86.752	77.626	69.45	60.415	60.415	67.542	71.411	71.411	67.542	49.678	52.538	57.134	62.124	62.124	60.415	57.134	54.028	57.134	55.56	54.028	55.56	55.56	49.678	39.686	33.507	45.672	44.408	43.178	40.818	38.584	38.584	40.818	41.982	41.982	54.028	49.678	33.507	32.573	45.672	46.971	35.455	39.686	39.686	40.818	40.818	41.982	43.178	44.408	44.408	40.818	41.982	40.818	36.47	31.664	30.78	33.507	36.47	36.47	32.573	29.919	30.78	33.507	36.47	35.455	33.507	32.573	35.455	37.512	37.512	35.455	34.468	37.512	40.818	40.818	37.512	31.664	27.475	26.704	28.267	31.664	34.468	38.584	38.584	37.512	33.507	30.78	32.573	38.584	45.672	43.178	30.78	25.954	31.664	40.818	39.686	33.507	30.78	34.468	38.584	41.982	37.512	32.573	32.573	37.512	45.672	29.919	32.573	35.455	38.584	39.686	38.584	37.512	35.455	44.408	37.512	37.512	43.178	44.408	39.686	41.982	49.678	48.306	44.408	40.818	39.686	41.982	48.306	57.134	62.124	63.881	62.124	60.415	57.134	55.56	52.538	51.088	51.088	54.028	57.134	60.415	65.686	69.45	73.426	73.426	73.426	69.45	84.375	89.194	84.375	91.704	114.47	120.99	108.3	114.47	108.3	105.34	114.47	131.46	142.83	138.93	131.46	146.83	173.3	198.94	193.53	168.58	159.52	183.14	216.11	183.14	183.14	188.26	198.94	204.51	216.11	228.36	234.74	276.95	276.95	276.95	284.69	300.81	309.21	309.21	309.21	326.72	300.81	284.69	292.64	317.85	345.21	345.21	326.72	374.93	385.4	396.15	407.2	407.2
317.85	317.85	326.72	309.21	292.64	276.95	276.95	284.69	269.43	292.64	309.21	300.81	269.43	254.98	254.98	262.1	309.21	292.64	262.1	234.74	216.11	210.23	222.15	234.74	262.1	254.98	241.3	228.36	216.11	204.51	193.53	188.26	178.15	159.52	135.15	114.47	111.34	120.99	138.93	155.18	155.18	142.83	127.87	120.99	117.68	120.99	120.99	120.99	99.662	108.3	114.47	111.34	102.46	96.936	99.662	102.46	63.881	73.426	84.375	91.704	89.194	86.752	89.194	94.284	60.415	55.56	52.538	57.134	67.542	73.426	71.411	65.686	55.56	55.56	54.028	57.134	58.752	60.415	58.752	55.56	45.672	46.971	49.678	52.538	51.088	49.678	46.971	45.672	54.028	52.538	51.088	51.088	51.088	48.306	43.178	40.818	49.678	46.971	43.178	38.584	36.47	36.47	37.512	38.584	37.512	44.408	43.178	33.507	33.507	40.818	41.982	34.468	31.664	33.507	34.468	36.47	38.584	39.686	40.818	40.818	36.47	38.584	39.686	37.512	33.507	30.78	30.78	32.573	29.919	29.082	28.267	29.919	32.573	35.455	37.512	37.512	35.455	36.47	37.512	36.47	34.468	33.507	33.507	34.468	41.982	39.686	36.47	34.468	33.507	34.468	35.455	36.47	31.664	34.468	37.512	38.584	37.512	37.512	37.512	37.512	38.584	29.919	28.267	35.455	41.982	38.584	32.573	29.919	32.573	34.468	35.455	32.573	29.919	29.082	32.573	36.47	34.468	35.455	37.512	41.982	44.408	44.408	40.818	38.584	41.982	36.47	36.47	40.818	41.982	37.512	37.512	43.178	45.672	44.408	43.178	40.818	40.818	45.672	52.538	58.752	46.971	46.971	48.306	49.678	51.088	51.088	49.678	49.678	52.538	54.028	58.752	63.881	67.542	69.45	71.411	71.411	77.626	86.752	84.375	75.497	79.815	99.662	108.3	102.46	105.34	99.662	99.662	111.34	127.87	138.93	138.93	131.46	155.18	173.3	188.26	183.14	168.58	163.99	178.15	193.53	159.52	178.15	210.23	234.74	248.05	234.74	210.23	193.53	241.3	241.3	248.05	254.98	262.1	269.43	276.95	276.95	292.64	276.95	262.1	276.95	309.21	345.21	345.21	345.21	354.85	364.75	374.93	385.4	385.4
